PO Code,Created,Type,PO Created By,PO Approved Date,Delivery Date,Item Type Name,Item SkuCode,Category,Vendor Name,Vendor Code,Vendor SkuCode,Order Quantity,Recieved Quantity,Rejected Quantity,Pending Quantity,PO Ageing (Days),% Pending,% Rejection,Facility,Unit Price,Sub Total,VAT,CST,Total,Purchase Order Status,Updated
PO0348,21/03/2017 17:05,Manual,udithurria@vendorskart.com,21/03/2017 17:05,23/03/2017,Autofy Habsolite Ecco Black & Grey Star Front Open Helmet,VKAMHELMET0006,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0006,38,38,1,0,17,0,2.6316,VENDORSKART MUNDKA 1 FACILITY,245,9310,0,0,9310,COMPLETE,21/03/2017 19:14
PO0072,10/01/2017 21:52,Manual,udithurria@vendorskart.com,10/01/2017 21:53,14/01/2017,Autofy Habsolite Ecco Desert Storm & Black Star Front Open Helmet,VKAMHELMET0007,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0007,150,150,2,0,87,0,1.3333,VENDORSKART MUNDKA 1 FACILITY,245,36750,0,0,36750,COMPLETE,12/01/2017 20:57
PO0241,22/02/2017 16:58,Manual,kartik.asthana@vendorskart.com,22/02/2017 16:58,25/02/2017,Autofy Habsolite Ecco Desert Storm & Black Star Front Open Helmet,VKAMHELMET0007,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0007,175,175,2,0,44,0,1.1429,VENDORSKART MUNDKA 1 FACILITY,245,42875,0,0,42875,COMPLETE,22/02/2017 18:20
PO0279,02/03/2017 17:18,Manual,udithurria@vendorskart.com,02/03/2017 17:34,04/03/2017,Autofy Habsolite Ecco Desert Storm & Black Star Front Open Helmet,VKAMHELMET0007,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0007,80,80,0,0,36,0,0,VENDORSKART MUNDKA 1 FACILITY,245,19600,0,0,19600,COMPLETE,02/03/2017 18:28
PO0348,21/03/2017 17:05,Manual,udithurria@vendorskart.com,21/03/2017 17:05,23/03/2017,Autofy Habsolite Ecco Desert Storm & Black Star Front Open Helmet,VKAMHELMET0007,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0007,246,246,1,0,17,0,0.4065,VENDORSKART MUNDKA 1 FACILITY,245,60270,0,0,60270,COMPLETE,21/03/2017 19:25
PO0156,01/02/2017 16:39,Manual,udithurria@vendorskart.com,01/02/2017 16:39,03/03/2017,Autofy Habsolite Ecco Grey & Black Star Front Open Helmet,VKAMHELMET0008,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0008,120,120,0,0,65,0,0,VENDORSKART MUNDKA 1 FACILITY,245,29400,0,0,29400,COMPLETE,01/02/2017 18:51
PO0348,21/03/2017 17:05,Manual,udithurria@vendorskart.com,21/03/2017 17:05,23/03/2017,Autofy Habsolite Ecco Grey & Black Star Front Open Helmet,VKAMHELMET0008,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0008,52,52,0,0,17,0,0,VENDORSKART MUNDKA 1 FACILITY,245,12740,0,0,12740,COMPLETE,21/03/2017 19:07
PO0006,04/01/2017 14:21,CART,udithurria@vendorskart.com,04/01/2017 14:22,07/01/2017,Autofy Power Black and Orange Front Open Helmet,VKAMHELMET0010,Vendorskart_Automotive,S.K. JAIN and BROS. HELMET(I) PVT. LTD.,POWER_001-1,VKAMHELMET0010,154,154,6,0,93,0,3.8961,VENDORSKART MUNDKA 1 FACILITY,244.44,37644.44,4705.56,0,42350,COMPLETE,09/01/2017 16:19
PO0096,12/01/2017 19:39,Manual,udithurria@vendorskart.com,12/01/2017 19:39,14/01/2017,Autofy Power Black and Orange Front Open Helmet,VKAMHELMET0010,Vendorskart_Automotive,S.K. JAIN and BROS. HELMET(I) PVT. LTD.,POWER_001-1,VKAMHELMET0010,2,2,0,0,85,0,0,VENDORSKART MUNDKA 1 FACILITY,275,550,0,0,550,COMPLETE,12/01/2017 23:25
PO0222,18/02/2017 16:10,Manual,udithurria@vendorskart.com,18/02/2017 16:10,25/02/2017,Autofy Power Black and Orange Front Open Helmet,VKAMHELMET0010,Vendorskart_Automotive,S.K. JAIN and BROS. HELMET(I) PVT. LTD.,POWER_001-1,VKAMHELMET0010,50,50,29,0,48,0,58,VENDORSKART MUNDKA 1 FACILITY,275,13750,0,0,13750,COMPLETE,18/02/2017 18:44
PO0240,22/02/2017 13:24,Manual,udithurria@vendorskart.com,22/02/2017 13:24,25/02/2017,Autofy Power Black and Orange Front Open Helmet,VKAMHELMET0010,Vendorskart_Automotive,S.K. JAIN and BROS. HELMET(I) PVT. LTD.,POWER_001-1,VKAMHELMET0010,25,25,0,0,44,0,0,VENDORSKART MUNDKA 1 FACILITY,275,6875,0,0,6875,COMPLETE,22/02/2017 19:48
PO0321,15/03/2017 13:54,Manual,udithurria@vendorskart.com,15/03/2017 13:54,18/03/2017,Autofy Power Black and Orange Front Open Helmet,VKAMHELMET0010,Vendorskart_Automotive,S.K. JAIN and BROS. HELMET(I) PVT. LTD.,POWER_001-1,VKAMHELMET0010,50,0,0,50,23,100,0,VENDORSKART MUNDKA 1 FACILITY,275,13750,0,0,13750,AMENDED,15/03/2017 13:54
PO0322,15/03/2017 18:31,MANUAL,udithurria@vendorskart.com,15/03/2017 18:31,18/03/2017,Autofy Power Black and Orange Front Open Helmet,VKAMHELMET0010,Vendorskart_Automotive,S.K. JAIN and BROS. HELMET(I) PVT. LTD.,POWER_001-1,VKAMHELMET0010,9,9,1,0,23,0,11.1111,VENDORSKART MUNDKA 1 FACILITY,275,2475,0,0,2475,COMPLETE,15/03/2017 19:15
PO0006,04/01/2017 14:21,CART,udithurria@vendorskart.com,04/01/2017 14:22,07/01/2017,Autofy Power Black and Green Front Open Helmet,VKAMHELMET0011,Vendorskart_Automotive,S.K. JAIN and BROS. HELMET(I) PVT. LTD.,POWER_001-1,VKAMHELMET0011,50,50,5,0,93,0,10,VENDORSKART MUNDKA 1 FACILITY,244.44,12222.22,1527.78,0,13750,COMPLETE,09/01/2017 16:19
PO0222,18/02/2017 16:10,Manual,udithurria@vendorskart.com,18/02/2017 16:10,25/02/2017,Autofy Power Black and Green Front Open Helmet,VKAMHELMET0011,Vendorskart_Automotive,S.K. JAIN and BROS. HELMET(I) PVT. LTD.,POWER_001-1,VKAMHELMET0011,50,50,34,0,48,0,68,VENDORSKART MUNDKA 1 FACILITY,275,13750,0,0,13750,COMPLETE,18/02/2017 18:44
PO0240,22/02/2017 13:24,Manual,udithurria@vendorskart.com,22/02/2017 13:24,25/02/2017,Autofy Power Black and Green Front Open Helmet,VKAMHELMET0011,Vendorskart_Automotive,S.K. JAIN and BROS. HELMET(I) PVT. LTD.,POWER_001-1,VKAMHELMET0011,85,85,2,0,44,0,2.3529,VENDORSKART MUNDKA 1 FACILITY,275,23375,0,0,23375,COMPLETE,22/02/2017 19:52
PO0321,15/03/2017 13:54,Manual,udithurria@vendorskart.com,15/03/2017 13:54,18/03/2017,Autofy Power Black and Green Front Open Helmet,VKAMHELMET0011,Vendorskart_Automotive,S.K. JAIN and BROS. HELMET(I) PVT. LTD.,POWER_001-1,VKAMHELMET0011,50,0,0,50,23,100,0,VENDORSKART MUNDKA 1 FACILITY,275,13750,0,0,13750,AMENDED,15/03/2017 13:54
PO0322,15/03/2017 18:31,MANUAL,udithurria@vendorskart.com,15/03/2017 18:31,18/03/2017,Autofy Power Black and Green Front Open Helmet,VKAMHELMET0011,Vendorskart_Automotive,S.K. JAIN and BROS. HELMET(I) PVT. LTD.,POWER_001-1,VKAMHELMET0011,26,26,1,0,23,0,3.8462,VENDORSKART MUNDKA 1 FACILITY,275,7150,0,0,7150,COMPLETE,15/03/2017 19:15
PO0107,14/01/2017 18:16,Manual,udithurria@vendorskart.com,14/01/2017 18:17,21/01/2017,Autofy O2 Black & Grey Star Front Open Helmet,VKAMHELMET0014,Vendorskart_Automotive,AASHIRWAD ENTERPRENEURS,Dheeraj_helmet-1,VKAMHELMET0014,72,72,9,0,83,0,12.5,VENDORSKART MUNDKA 1 FACILITY,250,18000,0,0,18000,COMPLETE,17/01/2017 16:14
PO0173,04/02/2017 15:09,Manual,udithurria@vendorskart.com,04/02/2017 15:09,25/02/2017,Autofy O2 Black & Grey Star Front Open Helmet,VKAMHELMET0014,Vendorskart_Automotive,AASHIRWAD ENTERPRENEURS,Dheeraj_helmet-1,VKAMHELMET0014,72,72,1,0,62,0,1.3889,VENDORSKART MUNDKA 1 FACILITY,250,18000,0,0,18000,COMPLETE,04/02/2017 17:46
PO0183,06/02/2017 14:38,Manual,udithurria@vendorskart.com,06/02/2017 14:38,08/02/2017,Autofy O2 Desert Storm & Black Star Front Open Helmet,VKAMHELMET0015,Vendorskart_Automotive,AASHIRWAD ENTERPRENEURS,Dheeraj_helmet-1,VKAMHELMET0015,24,24,1,0,60,0,4.1667,VENDORSKART MUNDKA 1 FACILITY,250,6000,0,0,6000,COMPLETE,07/02/2017 16:03
PO0211,14/02/2017 14:37,Manual,udithurria@vendorskart.com,14/02/2017 14:38,18/02/2017,Autofy Habsolite Shadow Red Full Face Helmet,VKAMHELMET0017,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0017,20,20,0,0,52,0,0,VENDORSKART MUNDKA 1 FACILITY,423,8460,0,0,8460,COMPLETE,14/02/2017 16:16
PO0159,02/02/2017 11:16,Manual,udithurria@vendorskart.com,02/02/2017 11:16,25/02/2017,Autofy Habsolite Estilo Red Glossy Flip Up Helmet,VKAMHELMET0018,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0018,20,20,0,0,64,0,0,VENDORSKART MUNDKA 1 FACILITY,392,7840,0,0,7840,COMPLETE,02/02/2017 12:43
PO0241,22/02/2017 16:58,Manual,kartik.asthana@vendorskart.com,22/02/2017 16:58,25/02/2017,Autofy Habsolite Shadow White Full Face Helmet,VKAMHELMET0020,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0020,12,12,8,0,44,0,66.6667,VENDORSKART MUNDKA 1 FACILITY,423,5076,0,0,5076,COMPLETE,22/02/2017 18:32
PO0279,02/03/2017 17:18,Manual,udithurria@vendorskart.com,02/03/2017 17:34,04/03/2017,Autofy Habsolite Shadow White Full Face Helmet,VKAMHELMET0020,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0020,10,10,0,0,36,0,0,VENDORSKART MUNDKA 1 FACILITY,423,4230,0,0,4230,COMPLETE,02/03/2017 17:41
PO0159,02/02/2017 11:16,Manual,udithurria@vendorskart.com,02/02/2017 11:16,25/02/2017,Autofy Habsolite Estilo Black Glossy Flip Up Helmet,VKAMHELMET0021,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0021,5,5,0,0,64,0,0,VENDORSKART MUNDKA 1 FACILITY,392,1960,0,0,1960,COMPLETE,02/02/2017 12:39
PO0241,22/02/2017 16:58,Manual,kartik.asthana@vendorskart.com,22/02/2017 16:58,25/02/2017,Autofy Habsolite Estilo Black Glossy Flip Up Helmet,VKAMHELMET0021,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0021,5,5,0,0,44,0,0,VENDORSKART MUNDKA 1 FACILITY,392,1960,0,0,1960,COMPLETE,22/02/2017 17:21
PO0310,10/03/2017 14:58,Manual,udithurria@vendorskart.com,10/03/2017 15:19,11/03/2017,Autofy Habsolite Estilo Black Glossy Flip Up Helmet,VKAMHELMET0021,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0021,40,40,0,0,28,0,0,VENDORSKART MUNDKA 1 FACILITY,392,15680,0,0,15680,COMPLETE,10/03/2017 20:08
PO0156,01/02/2017 16:39,Manual,udithurria@vendorskart.com,01/02/2017 16:39,03/03/2017,Autofy Habsolite Techno White Flip Up Helmet,VKAMHELMET0022,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0022,10,10,0,0,65,0,0,VENDORSKART MUNDKA 1 FACILITY,324,3240,0,0,3240,COMPLETE,01/02/2017 18:03
PO0156,01/02/2017 16:39,Manual,udithurria@vendorskart.com,01/02/2017 16:39,03/03/2017,Autofy Habsolite Techno Red Flip Up Helmet,VKAMHELMET0023,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0023,10,10,1,0,65,0,10,VENDORSKART MUNDKA 1 FACILITY,324,3240,0,0,3240,COMPLETE,01/02/2017 19:39
PO0156,01/02/2017 16:39,Manual,udithurria@vendorskart.com,01/02/2017 16:39,03/03/2017,Autofy Habsolite Apache White Full Face Helmet,VKAMHELMET0025,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0025,12,12,0,0,65,0,0,VENDORSKART MUNDKA 1 FACILITY,351,4212,0,0,4212,COMPLETE,01/02/2017 18:35
PO0211,14/02/2017 14:37,Manual,udithurria@vendorskart.com,14/02/2017 14:38,18/02/2017,Autofy Habsolite Apache White Full Face Helmet,VKAMHELMET0025,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0025,18,18,0,0,52,0,0,VENDORSKART MUNDKA 1 FACILITY,351,6318,0,0,6318,COMPLETE,14/02/2017 16:10
PO0211,14/02/2017 14:37,Manual,udithurria@vendorskart.com,14/02/2017 14:38,18/02/2017,Autofy Habsolite Apache Red Full Face Helmet,VKAMHELMET0026,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0026,35,35,0,0,52,0,0,VENDORSKART MUNDKA 1 FACILITY,351,12285,0,0,12285,COMPLETE,14/02/2017 16:16
PO0211,14/02/2017 14:37,Manual,udithurria@vendorskart.com,14/02/2017 14:38,18/02/2017,Autofy Habsolite Blue and Grey Star Matte Finish Front Open Helmet,VKAMHELMET0027,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0027,5,5,0,0,52,0,0,VENDORSKART MUNDKA 1 FACILITY,245,1225,0,0,1225,COMPLETE,14/02/2017 15:47
PO0159,02/02/2017 11:16,Manual,udithurria@vendorskart.com,02/02/2017 11:16,25/02/2017,Autofy Habsolite Estilo Black Matte Finish Flip Up Helmet,VKAMHELMET0028,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0028,60,60,4,0,64,0,6.6667,VENDORSKART MUNDKA 1 FACILITY,392,23520,0,0,23520,COMPLETE,02/02/2017 14:17
PO0156,01/02/2017 16:39,Manual,udithurria@vendorskart.com,01/02/2017 16:39,03/03/2017,Autofy Habsolite Apache Black Full Face Helmet,VKAMHELMET0029,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0029,12,12,0,0,65,0,0,VENDORSKART MUNDKA 1 FACILITY,351,4212,0,0,4212,COMPLETE,01/02/2017 18:35
PO0211,14/02/2017 14:37,Manual,udithurria@vendorskart.com,14/02/2017 14:38,18/02/2017,Autofy Habsolite Apache Black Full Face Helmet,VKAMHELMET0029,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0029,19,19,0,0,52,0,0,VENDORSKART MUNDKA 1 FACILITY,351,6669,0,0,6669,COMPLETE,14/02/2017 16:15
PO0156,01/02/2017 16:39,Manual,udithurria@vendorskart.com,01/02/2017 16:39,03/03/2017,Autofy Habsolite Tecno Black Flip Up Helmet,VKAMHELMET0030,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0030,10,10,0,0,65,0,0,VENDORSKART MUNDKA 1 FACILITY,324,3240,0,0,3240,COMPLETE,01/02/2017 18:12
PO0310,10/03/2017 14:58,Manual,udithurria@vendorskart.com,10/03/2017 15:19,11/03/2017,Autofy Habsolite Tecno Black Flip Up Helmet,VKAMHELMET0030,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0030,10,10,0,0,28,0,0,VENDORSKART MUNDKA 1 FACILITY,324,3240,0,0,3240,COMPLETE,10/03/2017 20:08
PO0348,21/03/2017 17:05,Manual,udithurria@vendorskart.com,21/03/2017 17:05,23/03/2017,Autofy Habsolite Tecno Black Flip Up Helmet,VKAMHELMET0030,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0030,10,10,1,0,17,0,10,VENDORSKART MUNDKA 1 FACILITY,324,3240,0,0,3240,COMPLETE,21/03/2017 19:14
PO0072,10/01/2017 21:52,Manual,udithurria@vendorskart.com,10/01/2017 21:53,14/01/2017,Autofy Habsolite All Purpose Safety Helmet with Strap (Blue),VKAMHELMET0031,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0031,20,20,0,0,87,0,0,VENDORSKART MUNDKA 1 FACILITY,80,1600,0,0,1600,COMPLETE,11/01/2017 19:23
PO0156,01/02/2017 16:39,Manual,udithurria@vendorskart.com,01/02/2017 16:39,03/03/2017,Autofy Habsolite All Purpose Safety Helmet with Strap (Blue),VKAMHELMET0031,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0031,40,40,0,0,65,0,0,VENDORSKART MUNDKA 1 FACILITY,80,3200,0,0,3200,COMPLETE,01/02/2017 17:51
PO0211,14/02/2017 14:37,Manual,udithurria@vendorskart.com,14/02/2017 14:38,18/02/2017,Autofy Habsolite All Purpose Safety Helmet with Strap (Blue),VKAMHELMET0031,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0031,10,0,0,10,52,100,0,VENDORSKART MUNDKA 1 FACILITY,80,800,0,0,800,COMPLETE,14/02/2017 18:30
PO0310,10/03/2017 14:58,Manual,udithurria@vendorskart.com,10/03/2017 15:19,11/03/2017,Autofy Habsolite All Purpose Safety Helmet with Strap (Blue),VKAMHELMET0031,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0031,20,20,0,0,28,0,0,VENDORSKART MUNDKA 1 FACILITY,80,1600,0,0,1600,COMPLETE,10/03/2017 20:58
PO0072,10/01/2017 21:52,Manual,udithurria@vendorskart.com,10/01/2017 21:53,14/01/2017,Autofy Habsolite All Purpose Safety Helmet with Strap (Red),VKAMHELMET0032,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0032,20,20,0,0,87,0,0,VENDORSKART MUNDKA 1 FACILITY,80,1600,0,0,1600,COMPLETE,11/01/2017 19:24
PO0211,14/02/2017 14:37,Manual,udithurria@vendorskart.com,14/02/2017 14:38,18/02/2017,Autofy Habsolite All Purpose Safety Helmet with Strap (Red),VKAMHELMET0032,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0032,20,20,0,0,52,0,0,VENDORSKART MUNDKA 1 FACILITY,80,1600,0,0,1600,COMPLETE,14/02/2017 15:27
PO0310,10/03/2017 14:58,Manual,udithurria@vendorskart.com,10/03/2017 15:19,11/03/2017,Autofy Habsolite All Purpose Safety Helmet with Strap (Red),VKAMHELMET0032,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0032,140,140,0,0,28,0,0,VENDORSKART MUNDKA 1 FACILITY,80,11200,0,0,11200,COMPLETE,10/03/2017 22:14
PO0315,10/03/2017 22:20,Manual,udithurria@vendorskart.com,10/03/2017 22:21,11/03/2017,Autofy Habsolite All Purpose Safety Helmet with Strap (Red),VKAMHELMET0032,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0032,10,10,0,0,28,0,0,VENDORSKART MUNDKA 1 FACILITY,80,800,0,0,800,COMPLETE,10/03/2017 22:26
PO0072,10/01/2017 21:52,Manual,udithurria@vendorskart.com,10/01/2017 21:53,14/01/2017,Autofy Habsolite All Purpose Safety Helmet with Strap (Grey),VKAMHELMET0033,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0033,20,20,0,0,87,0,0,VENDORSKART MUNDKA 1 FACILITY,80,1600,0,0,1600,COMPLETE,11/01/2017 19:24
PO0213,14/02/2017 15:56,Manual,udithurria@vendorskart.com,14/02/2017 15:56,16/02/2017,Autofy Habsolite All Purpose Safety Helmet with Strap (Grey),VKAMHELMET0033,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0033,10,10,0,0,52,0,0,VENDORSKART MUNDKA 1 FACILITY,80,800,0,0,800,COMPLETE,14/02/2017 15:58
PO0241,22/02/2017 16:58,Manual,kartik.asthana@vendorskart.com,22/02/2017 16:58,25/02/2017,Autofy Habsolite All Purpose Safety Helmet with Strap (Grey),VKAMHELMET0033,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0033,10,10,0,0,44,0,0,VENDORSKART MUNDKA 1 FACILITY,80,800,0,0,800,COMPLETE,22/02/2017 17:26
PO0310,10/03/2017 14:58,Manual,udithurria@vendorskart.com,10/03/2017 15:19,11/03/2017,Autofy Habsolite All Purpose Safety Helmet with Strap (Grey),VKAMHELMET0033,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0033,80,80,5,0,28,0,6.25,VENDORSKART MUNDKA 1 FACILITY,80,6400,0,0,6400,COMPLETE,10/03/2017 22:16
PO0348,21/03/2017 17:05,Manual,udithurria@vendorskart.com,21/03/2017 17:05,23/03/2017,Autofy Habsolite All Purpose Safety Helmet with Strap (Grey),VKAMHELMET0033,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0033,20,20,0,0,17,0,0,VENDORSKART MUNDKA 1 FACILITY,80,1600,0,0,1600,COMPLETE,21/03/2017 19:08
PO0072,10/01/2017 21:52,Manual,udithurria@vendorskart.com,10/01/2017 21:53,14/01/2017,Autofy Habsolite All Purpose Safety Helmet with Strap (Green),VKAMHELMET0034,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0034,20,20,0,0,87,0,0,VENDORSKART MUNDKA 1 FACILITY,80,1600,0,0,1600,COMPLETE,11/01/2017 19:24
PO0211,14/02/2017 14:37,Manual,udithurria@vendorskart.com,14/02/2017 14:38,18/02/2017,Autofy Habsolite All Purpose Safety Helmet with Strap (Green),VKAMHELMET0034,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0034,10,10,0,0,52,0,0,VENDORSKART MUNDKA 1 FACILITY,80,800,0,0,800,COMPLETE,14/02/2017 15:47
PO0241,22/02/2017 16:58,Manual,kartik.asthana@vendorskart.com,22/02/2017 16:58,25/02/2017,Autofy Habsolite All Purpose Safety Helmet with Strap (Green),VKAMHELMET0034,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0034,10,10,0,0,44,0,0,VENDORSKART MUNDKA 1 FACILITY,80,800,0,0,800,COMPLETE,22/02/2017 17:26
PO0310,10/03/2017 14:58,Manual,udithurria@vendorskart.com,10/03/2017 15:19,11/03/2017,Autofy Habsolite All Purpose Safety Helmet with Strap (Green),VKAMHELMET0034,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0034,100,100,3,0,28,0,3,VENDORSKART MUNDKA 1 FACILITY,80,8000,0,0,8000,COMPLETE,10/03/2017 22:16
PO0072,10/01/2017 21:52,Manual,udithurria@vendorskart.com,10/01/2017 21:53,14/01/2017,Autofy Habsolite All Purpose Safety Helmet with Strap (Black),VKAMHELMET0035,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0035,20,20,0,0,87,0,0,VENDORSKART MUNDKA 1 FACILITY,80,1600,0,0,1600,COMPLETE,11/01/2017 19:25
PO0156,01/02/2017 16:39,Manual,udithurria@vendorskart.com,01/02/2017 16:39,03/03/2017,Autofy Habsolite All Purpose Safety Helmet with Strap (Black),VKAMHELMET0035,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0035,40,40,0,0,65,0,0,VENDORSKART MUNDKA 1 FACILITY,80,3200,0,0,3200,COMPLETE,01/02/2017 17:51
PO0310,10/03/2017 14:58,Manual,udithurria@vendorskart.com,10/03/2017 15:19,11/03/2017,Autofy Habsolite All Purpose Safety Helmet with Strap (Black),VKAMHELMET0035,Vendorskart_Automotive,DATT ENTERPRISES,HABSOLITE-1,VKAMHELMET0035,220,210,6,10,28,4.5455,2.7273,VENDORSKART MUNDKA 1 FACILITY,80,17600,0,0,17600,COMPLETE,11/03/2017 11:17
PO0222,18/02/2017 16:10,Manual,udithurria@vendorskart.com,18/02/2017 16:10,25/02/2017,"Autofy Power Full Face Helmet With Scratch Resistant Visor (Matte Red,M)",VKAMHELMET0086,Vendorskart_Automotive,S.K. JAIN and BROS. HELMET(I) PVT. LTD.,POWER_001-1,VKAMHELMET0086,15,15,0,0,48,0,0,VENDORSKART MUNDKA 1 FACILITY,390,5850,0,0,5850,COMPLETE,18/02/2017 18:29
PO0222,18/02/2017 16:10,Manual,udithurria@vendorskart.com,18/02/2017 16:10,25/02/2017,"Autofy Power Full Face Helmet With Scratch Resistant Visor (Matte Yellow,M)",VKAMHELMET0087,Vendorskart_Automotive,S.K. JAIN and BROS. HELMET(I) PVT. LTD.,POWER_001-1,VKAMHELMET0087,15,15,0,0,48,0,0,VENDORSKART MUNDKA 1 FACILITY,390,5850,0,0,5850,COMPLETE,18/02/2017 18:27
PO0295,07/03/2017 19:48,Manual,udithurria@vendorskart.com,07/03/2017 19:48,11/03/2017,"Autofy Power Full Face Helmet With Scratch Resistant Visor (Matte Yellow,M)",VKAMHELMET0087,Vendorskart_Automotive,S.K. JAIN and BROS. HELMET(I) PVT. LTD.,POWER_001-1,VKAMHELMET0087,1,1,0,0,31,0,0,VENDORSKART MUNDKA 1 FACILITY,440,440,0,0,440,COMPLETE,09/03/2017 12:02
PO0222,18/02/2017 16:10,Manual,udithurria@vendorskart.com,18/02/2017 16:10,25/02/2017,"Autofy Power Full Face Helmet With Scratch Resistant Visor (Matte Black,M)",VKAMHELMET0088,Vendorskart_Automotive,S.K. JAIN and BROS. HELMET(I) PVT. LTD.,POWER_001-1,VKAMHELMET0088,15,15,1,0,48,0,6.6667,VENDORSKART MUNDKA 1 FACILITY,390,5850,0,0,5850,COMPLETE,18/02/2017 18:44
PO0231,21/02/2017 10:51,Manual,udithurria@vendorskart.com,21/02/2017 10:51,25/02/2017,Autofy Power Full Face Helmet With Mirror Finish Visor (Matte Bright Yellow),VKAMHELMET0114,Vendorskart_Automotive,S.K. JAIN and BROS. HELMET(I) PVT. LTD.,POWER_001-1,VKAMHELMET0114,15,15,1,0,45,0,6.6667,VENDORSKART MUNDKA 1 FACILITY,390,5850,0,0,5850,COMPLETE,22/02/2017 12:02
PO0016,05/01/2017 15:00,Manual,udithurria@vendorskart.com,05/01/2017 15:00,19/01/2017,Autofy  Bolex Windtone Black Universal Horn for All Bikes (Set of 2),VKAMHORN0001,Vendorskart_Automotive,NEW STAR HORN,NEW_STAR_HORN,VKAMHORN0001,800,800,8,0,92,0,1,VENDORSKART MUNDKA 1 FACILITY,115,92000,0,0,92000,COMPLETE,19/01/2017 18:39
PO0355,28/03/2017 17:31,Manual,udithurria@vendorskart.com,28/03/2017 17:31,30/03/2017,Autofy  Bolex Windtone Black Universal Horn for All Bikes (Set of 2),VKAMHORN0001,Vendorskart_Automotive,NEW STAR HORN,NEW_STAR_HORN,VKAMHORN0001,300,300,33,0,10,0,11,VENDORSKART MUNDKA 1 FACILITY,115,34500,0,0,34500,COMPLETE,31/03/2017 17:43
